"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_eve_charge","total_night_minutes","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls"
"1526","MA",192,"area_code_510","no","no",0,174.5,83,29.67,232.7,102,19.78,101.5,68,4.57,12.4,4,3.35,1
"1527","AR",124,"area_code_408","no","no",0,192.6,108,32.74,223.3,106,18.98,187,84,8.41,4.2,2,1.13,1
"1528","SC",97,"area_code_510","no","no",0,164.2,97,27.91,232.2,85,19.74,198.8,118,8.95,6.5,3,1.76,1
"1529","NJ",97,"area_code_415","no","no",0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13,4,3.51,1
"1530","NC",115,"area_code_415","no","yes",26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4,0
"1531","DC",86,"area_code_415","no","yes",29,189.3,107,32.18,221.3,101,18.81,325.6,137,14.65,13.8,3,3.73,1
"1532","MN",118,"area_code_415","no","no",0,161.6,96,27.47,223.9,113,19.03,240.6,137,10.83,6.8,2,1.84,0
"1533","HI",137,"area_code_510","no","yes",20,268.5,91,45.65,128.8,121,10.95,146.4,98,6.59,12.7,6,3.43,1
"1534","NJ",67,"area_code_415","no","no",0,178,77,30.26,233.6,88,19.86,175.6,88,7.9,6.3,4,1.7,2
"1535","MI",164,"area_code_415","no","no",0,215.6,90,36.65,171.6,99,14.59,110.4,105,4.97,11.3,6,3.05,1
"1536","NY",147,"area_code_408","no","no",0,134.6,91,22.88,175.1,83,14.88,201.1,114,9.05,8.9,3,2.4,0
"1537","NH",163,"area_code_415","no","yes",39,268.1,104,45.58,216.6,65,18.41,359.9,118,16.2,11.4,4,3.08,0
"1538","IL",103,"area_code_408","no","no",0,205.2,74,34.88,200.8,97,17.07,251.1,94,11.3,11.2,1,3.02,1
"1539","AK",152,"area_code_510","no","no",0,302.8,143,51.48,189.8,69,16.13,214.9,114,9.67,10.9,4,2.94,2
"1540","WV",44,"area_code_408","no","no",0,213.2,85,36.24,224,128,19.04,137.8,74,6.2,12.5,5,3.38,1
"1541","NH",75,"area_code_510","no","no",0,192,106,32.64,140.4,97,11.93,190.1,94,8.55,7.6,5,2.05,2
"1542","KS",104,"area_code_408","no","no",0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1
"1543","AR",99,"area_code_408","no","yes",21,180.2,97,30.63,167.7,47,14.25,203.1,84,9.14,14.6,5,3.94,2
"1544","KS",33,"area_code_415","no","no",0,228.1,77,38.78,176.3,102,14.99,224.5,119,10.1,7.5,1,2.03,0
"1545","CT",68,"area_code_510","yes","no",0,197.7,99,33.61,188.8,106,16.05,254.6,80,11.46,19.2,4,5.18,3
"1546","ID",47,"area_code_415","no","yes",28,196.2,88,33.35,194.8,106,16.56,243,103,10.93,10.5,10,2.84,0
"1547","AK",104,"area_code_415","no","no",0,174.1,97,29.6,174.6,104,14.84,182.7,158,8.22,9.3,4,2.51,3
"1548","WI",98,"area_code_415","yes","yes",20,186.2,112,31.65,145.3,65,12.35,142.8,104,6.43,10.9,4,2.94,3
"1549","IN",32,"area_code_415","no","no",0,103.6,78,17.61,238.5,115,20.27,186.9,70,8.41,11,4,2.97,2
"1550","OH",123,"area_code_510","no","no",0,222.4,90,37.81,286.3,104,24.34,300.8,95,13.54,9.9,3,2.67,2
"1551","IN",88,"area_code_415","no","no",0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0
"1552","VA",182,"area_code_408","no","yes",24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0
"1553","AL",109,"area_code_415","no","no",0,168,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0
"1554","VA",68,"area_code_415","no","yes",41,226,113,38.42,149.8,115,12.73,184.9,88,8.32,11.5,2,3.11,2
"1555","NV",70,"area_code_415","no","no",0,205.7,80,34.97,221.4,103,18.82,206.2,117,9.28,14.2,5,3.83,2
"1556","MA",113,"area_code_510","no","no",0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3,1
"1557","NJ",38,"area_code_415","no","no",0,228.3,129,38.81,141.9,83,12.06,268.6,116,12.09,9.7,3,2.62,2
"1558","OR",100,"area_code_415","no","no",0,129.4,69,22,251.3,73,21.36,157.1,92,7.07,10.4,3,2.81,1
"1559","ID",42,"area_code_510","yes","no",0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3,1
"1560","KY",132,"area_code_415","no","no",0,172.7,90,29.36,344,62,29.24,301.6,113,13.57,5.5,4,1.49,0
"1561","RI",137,"area_code_408","yes","no",0,159.1,80,27.05,239.8,81,20.38,249,96,11.21,8.5,5,2.3,0
"1562","IA",102,"area_code_510","no","no",0,171.5,77,29.16,261,107,22.19,328.8,72,14.8,10.2,1,2.75,0
"1563","MT",117,"area_code_510","no","no",0,180.6,134,30.7,216.6,96,18.41,101,122,4.55,10.6,6,2.86,4
"1564","WY",37,"area_code_510","no","yes",33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3
"1565","HI",72,"area_code_408","no","no",0,153.8,64,26.15,304.4,106,25.87,185,125,8.32,8.4,5,2.27,1
"1566","WA",124,"area_code_408","no","no",0,282.8,108,48.08,246.3,89,20.94,256.4,96,11.54,10.3,1,2.78,3
"1567","UT",91,"area_code_510","no","no",0,142.6,90,24.24,286.8,102,24.38,222.2,113,10,14.8,3,4,0
"1568","NH",74,"area_code_510","no","no",0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0
"1569","CA",142,"area_code_415","no","no",0,108.1,81,18.38,146.9,115,12.49,197.6,84,8.89,9,7,2.43,1
"1570","MA",50,"area_code_510","no","no",0,160.1,64,27.22,208.7,123,17.74,199.7,84,8.99,7.6,12,2.05,5
"1571","GA",27,"area_code_415","no","yes",32,190.3,97,32.35,279,77,23.72,133.8,117,6.02,8.4,3,2.27,2
"1572","AZ",165,"area_code_408","no","yes",23,184.7,63,31.4,168,62,14.28,176.1,125,7.92,8.7,5,2.35,1
"1573","OH",50,"area_code_408","no","no",0,167.7,74,28.51,179.9,98,15.29,166.5,73,7.49,10.9,2,2.94,1
"1574","MO",137,"area_code_510","no","no",0,79.5,121,13.52,164.1,86,13.95,121.8,108,5.48,11.7,7,3.16,2
"1575","ID",95,"area_code_408","no","no",0,133,94,22.61,196.6,126,16.71,181,128,8.15,9.9,3,2.67,4
"1576","NY",84,"area_code_415","no","no",0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2
"1577","NJ",42,"area_code_408","no","no",0,269.9,99,45.88,37.8,76,3.21,166.6,139,7.5,13.8,1,3.73,1
"1578","ID",123,"area_code_415","no","no",0,132.2,122,22.47,169.9,101,14.44,150.1,123,6.75,12.9,11,3.48,3
"1579","MO",60,"area_code_408","no","no",0,162.8,117,27.68,163.2,121,13.87,242.4,140,10.91,14.2,2,3.83,1
"1580","NJ",112,"area_code_408","no","no",0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1
"1581","KY",150,"area_code_415","no","yes",24,195.7,108,33.27,208.8,110,17.75,177,84,7.97,11.7,2,3.16,2
"1582","NY",68,"area_code_510","no","no",0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1
"1583","WI",111,"area_code_415","no","yes",23,87.7,91,14.91,218.3,118,18.56,173.1,87,7.79,12.3,4,3.32,1
"1584","ME",124,"area_code_415","no","no",0,151.6,119,25.77,198.1,93,16.84,173.4,91,7.8,11.6,3,3.13,3
"1585","NH",112,"area_code_415","no","no",0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2
"1586","UT",188,"area_code_408","no","no",0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4
"1587","HI",174,"area_code_415","no","no",0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1
"1588","TX",98,"area_code_415","yes","no",0,172.5,118,29.33,198.5,107,16.87,230.2,105,10.36,12.6,3,3.4,1
"1589","GA",100,"area_code_415","no","no",0,218.9,124,37.21,237.5,99,20.19,189.7,52,8.54,11,6,2.97,2
"1590","NJ",65,"area_code_415","no","no",0,97.9,138,16.64,173,102,14.71,262.2,92,11.8,9.2,4,2.48,1
"1591","FL",127,"area_code_415","no","yes",24,211.5,121,35.96,183.9,115,15.63,186.2,103,8.38,13.5,1,3.65,3
"1592","TX",123,"area_code_408","no","yes",41,141.3,127,24.02,152,96,12.92,218.8,114,9.85,8.1,3,2.19,3
"1593","DE",29,"area_code_415","no","no",0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1
"1594","NY",76,"area_code_415","no","no",0,223,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2
"1595","ME",115,"area_code_408","no","no",0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3
"1596","IL",63,"area_code_415","no","yes",26,214.2,80,36.41,253,152,21.51,156.4,109,7.04,10.3,2,2.78,2
"1597","TN",97,"area_code_408","no","no",0,238.6,85,40.56,203.3,75,17.28,180.5,127,8.12,16.2,8,4.37,0
"1598","MI",108,"area_code_510","yes","no",0,86.1,97,14.64,227.9,101,19.37,225.8,102,10.16,9.1,3,2.46,3
"1599","RI",90,"area_code_510","no","yes",19,214,57,36.38,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1
"1600","NJ",82,"area_code_415","no","yes",33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5
"1601","WI",122,"area_code_415","no","yes",21,196,104,33.32,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0
"1602","MT",73,"area_code_415","no","yes",33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1
"1603","WV",100,"area_code_408","no","no",0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14,2,3.78,0
"1604","MD",104,"area_code_415","no","no",0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1
"1605","ND",184,"area_code_415","no","no",0,237.6,86,40.39,157,105,13.35,163.6,103,7.36,14.2,2,3.83,2
"1606","MD",5,"area_code_408","no","no",0,198.7,108,33.78,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2
"1607","NJ",77,"area_code_408","yes","yes",34,209.9,79,35.68,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2
"1608","MD",156,"area_code_510","no","no",0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3
"1609","AL",115,"area_code_415","no","no",0,265.9,112,45.2,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1
"1610","NJ",117,"area_code_408","no","no",0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4
"1611","TX",148,"area_code_408","no","no",0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1
"1612","WI",87,"area_code_510","no","yes",24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0
"1613","GA",26,"area_code_510","no","no",0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1
"1614","MT",78,"area_code_510","no","no",0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2
"1615","CA",81,"area_code_408","no","no",0,125.1,103,21.27,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1
"1616","NJ",119,"area_code_408","no","no",0,287.1,83,48.81,218.4,124,18.56,151.5,42,6.82,11,4,2.97,1
"1617","NV",134,"area_code_415","no","no",0,199.7,107,33.95,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0
"1618","OH",142,"area_code_408","yes","no",0,160.6,101,27.3,202,125,17.17,221.7,100,9.98,8.8,2,2.38,1
"1619","ME",82,"area_code_415","no","no",0,120.5,107,20.49,176.3,124,14.99,258,121,11.61,10.5,5,2.84,0
"1620","LA",76,"area_code_510","no","no",0,156.3,117,26.57,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1
"1621","MT",88,"area_code_408","no","no",0,242.4,89,41.21,161.4,89,13.72,142.4,95,6.41,5.4,2,1.46,1
"1622","NJ",118,"area_code_408","no","no",0,178.4,81,30.33,182.7,119,15.53,251.4,109,11.31,10.8,2,2.92,1
"1623","UT",139,"area_code_510","no","no",0,258.7,94,43.98,190.3,132,16.18,247.2,73,11.12,11.4,2,3.08,1
"1624","UT",167,"area_code_415","no","no",0,94.9,114,16.13,315.8,105,26.84,181,71,8.15,10.8,6,2.92,0
"1625","CO",138,"area_code_408","no","no",0,182,101,30.94,200.3,119,17.03,208.9,131,9.4,13.4,3,3.62,4
"1626","ID",164,"area_code_408","yes","yes",28,156.1,98,26.54,209.9,140,17.84,190,69,8.55,11.4,4,3.08,0
"1627","PA",59,"area_code_510","no","no",0,189.1,141,32.15,198.2,113,16.85,280.2,103,12.61,2.2,7,0.59,1
"1628","KY",124,"area_code_408","no","no",0,156.9,74,26.67,195.8,82,16.64,181,99,8.15,8.8,2,2.38,1
"1629","AK",94,"area_code_415","no","no",0,261.3,89,44.42,152.4,139,12.95,120.2,124,5.41,10.5,2,2.84,0
"1630","SC",101,"area_code_415","yes","no",0,92.1,109,15.66,163,83,13.86,133.3,102,6,9.7,11,2.62,2
"1631","MN",115,"area_code_408","no","no",0,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1
"1632","KS",100,"area_code_415","yes","no",0,156.3,82,26.57,259.4,91,22.05,143.7,93,6.47,8.3,7,2.24,5
"1633","KY",110,"area_code_408","no","no",0,244.7,84,41.6,106.4,95,9.04,194.9,61,8.77,10.5,1,2.84,2
"1634","MI",102,"area_code_408","no","no",0,167.1,80,28.41,222.9,94,18.95,179.9,103,8.1,11.6,3,3.13,5
"1635","NV",134,"area_code_408","no","no",0,177.1,120,30.11,218.1,123,18.54,183.8,93,8.27,12.7,5,3.43,3
"1636","DC",96,"area_code_415","no","no",0,217.8,120,37.03,139.6,109,11.87,227.7,111,10.25,11.6,3,3.13,0
"1637","OR",175,"area_code_415","no","no",0,185,104,31.45,325.8,86,27.69,85.4,105,3.84,14.6,2,3.94,1
"1638","OR",136,"area_code_415","no","yes",23,235.6,65,40.05,177.7,81,15.1,138.7,105,6.24,11.3,5,3.05,1
"1639","AR",32,"area_code_415","yes","no",0,265.5,75,45.14,119.7,77,10.17,169.9,128,7.65,14.8,6,4,2
"1640","AZ",132,"area_code_408","yes","yes",21,223.4,89,37.98,193.2,105,16.42,226.2,85,10.18,7.7,5,2.08,3
"1641","OK",52,"area_code_510","no","no",0,153.7,100,26.13,174.2,139,14.81,242.3,53,10.9,14.1,3,3.81,1
"1642","VT",182,"area_code_415","no","no",0,160.3,87,27.25,229.9,101,19.54,185.3,96,8.34,8.7,11,2.35,2
"1643","NM",138,"area_code_408","no","yes",12,114.5,100,19.47,175.1,130,14.88,112.7,85,5.07,7.8,5,2.11,0
"1644","SC",106,"area_code_510","no","no",0,168.4,85,28.63,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24,3
"1645","MA",150,"area_code_408","no","no",0,150.9,92,25.65,191,106,16.24,223.6,107,10.06,8.3,4,2.24,5
"1646","NJ",116,"area_code_415","no","no",0,154,127,26.18,280.4,68,23.83,213,56,9.58,8.6,2,2.32,6
"1647","CO",89,"area_code_415","no","no",0,94.5,107,16.07,191.8,85,16.3,196.2,131,8.83,15,5,4.05,1
"1648","KS",74,"area_code_408","no","no",0,286.9,113,48.77,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4,0
"1649","GA",158,"area_code_415","no","no",0,165.4,70,28.12,280.1,104,23.81,121.8,106,5.48,10.4,9,2.81,1
"1650","AL",76,"area_code_415","no","no",0,222,99,37.74,215.9,122,18.35,204.1,131,9.18,8.2,5,2.21,3
"1651","WV",116,"area_code_415","no","no",0,255.5,93,43.44,224.4,122,19.07,317.3,85,14.28,12.7,4,3.43,1
"1652","NE",39,"area_code_510","no","no",0,185,113,31.45,106.5,125,9.05,167.3,78,7.53,12,2,3.24,0
"1653","WI",118,"area_code_415","no","no",0,142.2,96,24.17,164.9,107,14.02,183.7,92,8.27,7.1,4,1.92,1
"1654","AK",98,"area_code_415","no","no",0,237.5,130,40.38,213.2,85,18.12,194.1,107,8.73,10.1,3,2.73,0
"1655","NV",77,"area_code_415","no","no",0,215.5,81,36.64,170.9,100,14.53,170.3,59,7.66,10.3,3,2.78,1
"1656","OK",32,"area_code_510","no","no",0,230.7,122,39.22,204.7,134,17.4,142,86,6.39,8.7,3,2.35,2
"1657","RI",131,"area_code_415","no","no",0,131.3,39,22.32,242.9,101,20.65,278.8,100,12.55,8.5,2,2.3,2
"1658","NY",98,"area_code_510","no","no",0,198.6,92,33.76,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97,2
"1659","ME",42,"area_code_510","no","no",0,139.4,109,23.7,223.8,121,19.02,244.9,105,11.02,4.6,3,1.24,1
"1660","OH",4,"area_code_415","yes","no",0,169.7,96,28.85,131.8,94,11.2,245.1,86,11.03,14.2,4,3.83,0
"1661","MN",31,"area_code_415","no","no",0,224.5,96,38.17,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46,2
"1662","WV",114,"area_code_415","no","no",0,247.8,95,42.13,255.1,98,21.68,224.1,105,10.08,9.5,6,2.57,1
"1663","MD",47,"area_code_415","yes","no",0,177.1,104,30.11,217.4,97,18.48,191.8,131,8.63,9.7,5,2.62,2
"1664","WV",193,"area_code_415","no","no",0,180.5,114,30.69,117.9,80,10.02,192.9,97,8.68,10.2,4,2.75,2
"1665","IA",82,"area_code_510","no","yes",23,123.7,93,21.03,139.1,74,11.82,174.5,118,7.85,10.6,2,2.86,1
"1666","MD",131,"area_code_415","no","no",0,212.8,108,36.18,212,115,18.02,235.9,96,10.62,9.8,11,2.65,0
"1667","SD",124,"area_code_408","yes","yes",29,187.1,75,31.81,148.5,142,12.62,214.4,124,9.65,5.5,7,1.49,2
"1668","NY",148,"area_code_408","no","no",0,236.5,84,40.21,236,95,20.06,228.6,124,10.29,8.3,6,2.24,2
"1669","ID",68,"area_code_415","no","no",0,186.5,108,31.71,190.2,107,16.17,187.8,103,8.45,11,5,2.97,1
"1670","MO",97,"area_code_510","no","no",0,80.7,99,13.72,262.3,93,22.3,214.6,130,9.66,8.8,3,2.38,0
"1671","MI",110,"area_code_415","no","no",0,94.1,127,16,283,97,24.06,168.7,69,7.59,10.3,6,2.78,2
"1672","TX",125,"area_code_415","no","no",0,190.2,107,32.33,209.2,75,17.78,102.1,136,4.59,14.2,5,3.83,4
"1673","ND",94,"area_code_510","no","no",0,154.8,113,26.32,261.8,121,22.25,213,81,9.58,11.6,5,3.13,0
"1674","CO",92,"area_code_415","no","no",0,160.5,113,27.29,287.3,134,24.42,212.6,93,9.57,8.2,3,2.21,3
"1675","GA",70,"area_code_415","no","yes",20,230.2,110,39.13,177.5,111,15.09,206.3,38,9.28,11.9,2,3.21,0
"1676","UT",82,"area_code_510","no","no",0,191.9,95,32.62,116.7,105,9.92,202.6,113,9.12,8.2,5,2.21,0
"1677","CO",65,"area_code_408","no","no",0,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,11.1,7,3,1
"1678","AZ",102,"area_code_510","no","no",0,171.6,116,29.17,219.4,111,18.65,242.1,85,10.89,12.1,4,3.27,0
"1679","CT",78,"area_code_408","no","no",0,157.3,61,26.74,242,119,20.57,196,107,8.82,10.6,1,2.86,1
"1680","NM",77,"area_code_408","yes","no",0,192.7,82,32.76,198,91,16.83,204.2,95,9.19,9,6,2.43,1
"1681","MI",126,"area_code_415","no","no",0,175.6,91,29.85,151.1,100,12.84,201.5,100,9.07,9.9,2,2.67,1
"1682","ME",58,"area_code_415","no","yes",29,239.6,84,40.73,182.1,80,15.48,118.3,100,5.32,11,3,2.97,2
"1683","CT",38,"area_code_510","no","no",0,96.9,110,16.47,241.4,75,20.52,141,69,6.35,10.8,3,2.92,0
"1684","MO",87,"area_code_408","no","no",0,129.5,104,22.02,194,133,16.49,287.9,65,12.96,7.2,7,1.94,2
"1685","VA",176,"area_code_415","no","no",0,216.7,91,36.84,233.9,104,19.88,231.1,110,10.4,9,4,2.43,1
"1686","WA",31,"area_code_415","no","no",0,142.9,67,24.29,109.7,72,9.32,293.6,112,13.21,11.5,6,3.11,0
"1687","ND",118,"area_code_415","no","no",0,77.6,113,13.19,126.9,75,10.79,191,79,8.59,14.9,4,4.02,1
"1688","CO",141,"area_code_408","no","no",0,264.3,90,44.93,216.4,101,18.39,208.8,72,9.4,9.6,3,2.59,0
"1689","IN",91,"area_code_510","yes","no",0,103.2,100,17.54,124.8,154,10.61,336.1,111,15.12,14,4,3.78,2
"1690","DC",150,"area_code_510","yes","no",0,114.8,156,19.52,135.3,78,11.5,218.4,98,9.83,15.6,4,4.21,1
"1691","ID",159,"area_code_510","no","yes",36,288.2,120,48.99,227.1,105,19.3,198.2,113,8.92,13.3,7,3.59,1
"1692","MD",139,"area_code_415","no","no",0,102.2,76,17.37,230,106,19.55,183.4,136,8.25,10.8,4,2.92,1
"1693","VT",122,"area_code_415","yes","no",0,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,10,4,2.7,0
"1694","OR",135,"area_code_408","yes","no",0,174.8,112,29.72,218,125,18.53,180.1,102,8.1,12.7,6,3.43,3
"1695","GA",111,"area_code_415","no","no",0,129.1,92,21.95,148.9,132,12.66,264,103,11.88,16.8,7,4.54,2
"1696","WV",133,"area_code_510","no","yes",24,125.5,106,21.34,161.2,95,13.7,209.1,112,9.41,15,4,4.05,2
"1697","WA",238,"area_code_415","no","no",0,202,60,34.34,213.9,105,18.18,266.4,90,11.99,12,1,3.24,2
"1698","WI",113,"area_code_415","no","no",0,126,90,21.42,205.8,92,17.49,217,121,9.76,12.8,1,3.46,0
"1699","NC",126,"area_code_415","no","no",0,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75,1
"1700","MA",104,"area_code_415","no","no",0,285.3,75,48.5,130.8,111,11.12,181.8,99,8.18,10.5,2,2.84,2
"1701","SC",100,"area_code_408","no","yes",41,306.9,71,52.17,243.3,72,20.68,125.9,114,5.67,10.5,4,2.84,2
"1702","MO",103,"area_code_415","no","yes",37,230.7,112,39.22,319.4,116,27.15,299.4,77,13.47,7.9,3,2.13,2
"1703","OK",73,"area_code_415","yes","yes",34,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08,0
"1704","ND",120,"area_code_415","no","no",0,174.1,108,29.6,209.6,96,17.82,267.5,99,12.04,11.6,2,3.13,0
"1705","NM",29,"area_code_415","no","no",0,262,112,44.54,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89,1
"1706","FL",158,"area_code_415","no","no",0,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02,3
"1707","MO",132,"area_code_408","no","no",0,213.6,125,36.31,133.9,54,11.38,332.2,104,14.95,7.5,2,2.03,4
"1708","NV",104,"area_code_415","no","no",0,210.9,90,35.85,272.2,101,23.14,304.3,86,13.69,10.6,5,2.86,3
"1709","SD",74,"area_code_510","no","no",0,143.7,97,24.43,229.6,110,19.52,98.8,100,4.45,11.8,5,3.19,1
"1710","OR",28,"area_code_415","no","no",0,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14,4,3.78,2
"1711","ME",173,"area_code_408","no","no",0,128.6,108,21.86,248.3,92,21.11,130.1,115,5.85,10.4,2,2.81,4
"1712","DC",94,"area_code_415","no","yes",31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0
"1713","OR",170,"area_code_408","no","yes",22,173.6,66,29.51,142.2,83,12.09,156.5,93,7.04,5.2,3,1.4,1
"1714","SD",57,"area_code_510","no","no",0,176.9,75,30.07,204.2,86,17.36,254.1,90,11.43,6.1,4,1.65,1
"1715","OH",49,"area_code_408","no","no",0,202.3,105,34.39,195.4,131,16.61,190.1,88,8.55,9,2,2.43,3
"1716","IN",195,"area_code_415","no","no",0,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73,0
"1717","MT",64,"area_code_415","no","no",0,131.3,105,22.32,109.4,114,9.3,246.2,125,11.08,12.7,4,3.43,4
"1718","SC",105,"area_code_408","yes","no",0,274,156,46.58,263,69,22.36,195.9,93,8.82,11.3,3,3.05,3
"1719","OR",81,"area_code_415","no","yes",33,200.3,103,34.05,216.9,96,18.44,249.8,100,11.24,15.5,4,4.19,1
"1720","OR",123,"area_code_415","no","yes",38,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02,3
"1721","OR",67,"area_code_415","no","no",0,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19,3
"1722","IA",21,"area_code_408","no","no",0,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27,0
"1723","VA",72,"area_code_510","no","no",0,212.7,92,36.16,306.4,100,26.04,140.3,90,6.31,12.9,6,3.48,0
"1724","TX",150,"area_code_408","no","yes",24,212.4,157,36.11,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62,2
"1725","IL",108,"area_code_510","yes","no",0,137.3,68,23.34,143.8,94,12.22,238.7,101,10.74,8.9,1,2.4,1
"1726","RI",129,"area_code_510","no","yes",10,161.4,91,27.44,183.1,102,15.56,240.3,65,10.81,12.9,3,3.48,1
"1727","DE",90,"area_code_415","no","no",0,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48,0
"1728","ME",77,"area_code_415","no","no",0,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62,0
"1729","NC",139,"area_code_415","yes","no",0,185.1,101,31.47,266.7,75,22.67,207.9,95,9.36,9,3,2.43,3
"1730","UT",95,"area_code_415","no","no",0,155.5,99,26.44,167,75,14.2,190.7,125,8.58,13.2,4,3.56,1
"1731","ME",127,"area_code_510","no","no",0,223.2,137,37.94,144.7,119,12.3,96,109,4.32,8.6,4,2.32,2
"1732","PA",84,"area_code_415","no","no",0,109.1,114,18.55,231.4,113,19.67,274,112,12.33,9.6,4,2.59,0
"1733","SD",39,"area_code_408","no","no",0,179,88,30.43,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38,2
"1734","KY",76,"area_code_510","no","no",0,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7,0
"1735","SC",95,"area_code_415","no","no",0,226.6,98,38.52,88.5,107,7.52,166.2,105,7.48,11.9,3,3.21,2
"1736","VA",136,"area_code_415","no","no",0,110.2,92,18.73,219.4,109,18.65,188.1,67,8.46,12.3,4,3.32,2
"1737","MA",135,"area_code_415","no","yes",45,241.4,102,41.04,206.4,78,17.54,196.6,104,8.85,9.4,6,2.54,0
"1738","LA",79,"area_code_408","no","no",0,174.8,88,29.72,197,94,16.75,87,103,3.92,8.6,6,2.32,3
"1739","NH",183,"area_code_408","no","yes",38,178.4,103,30.33,184.4,79,15.67,203.3,94,9.15,7.2,3,1.94,3
"1740","AL",106,"area_code_415","no","no",0,222.1,123,37.76,276.8,92,23.53,213.5,99,9.61,9,3,2.43,0
"1741","MD",78,"area_code_510","no","no",0,238.9,96,40.61,196.1,92,16.67,102.4,95,4.61,11,1,2.97,6
"1742","WI",93,"area_code_415","no","no",0,199.7,109,33.95,114.2,68,9.71,241,109,10.85,7.1,2,1.92,0
"1743","OK",33,"area_code_415","yes","no",0,247.1,114,42.01,146.5,110,12.45,208.9,94,9.4,10.6,2,2.86,4
